Unnamed: 0,Address,Location,Rent,Bed,Bath,Size,Description,Commute,Crime,Income,URL
651,"Ardenwood, Fremont, CA",34316 Siward Dr,"$3,200/mo",3bd,2.5ba,"2,584 sqft","34316 Siward Dr, Fremont, CA is a 3 bedroom, 2.5 bathroom, 1,451 sqft single-family home built in 1986. 34316 Siward Dr is located in Ardenwood, Fremont. 34316 Siward Dr was listed for rent for $3,200/month on Feb 29, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$115,200 ",https://www.trulia.com/p/ca/fremont/34316-siward-dr-fremont-ca-94555--1004169188
652,"Centerville, Fremont, CA",3271 Foxtail Ter,"$2,450/mo",2bd,2ba,"2,388 sqft","3271 Foxtail Ter, Fremont, CA is a 2 bedroom, 2 bathroom, 840 sqft single-family home built in 1986. 3271 Foxtail Ter is located in Centerville, Fremont. 3271 Foxtail Ter was listed for rent for $2,450/month on Jan 9, 2020. This property is pet friendly.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$88,200 ",https://www.trulia.com/p/ca/fremont/3271-foxtail-ter-fremont-ca-94536--2083374906
653,"Cabrillo, Fremont, CA",4541 Bartolo Ter,"$2,250/mo",2bd,1.5ba,"1,853 sqft","4541 Bartolo Ter, Fremont, CA is a 2 bedroom, 1.5 bathroom, 988 sqft single-family home built in 1971. 4541 Bartolo Ter is located in Cabrillo, Fremont. 4541 Bartolo Ter was listed for rent for $2,250/month on Dec 6, 2019.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$81,000 ",https://www.trulia.com/p/ca/fremont/4541-bartolo-ter-fremont-ca-94536--2083386816
654,"Centerville, Fremont, CA",5123 Morris Way,"$3,300/mo",3bd,2ba,"2,112 sqft","5123 Morris Way, Fremont, CA is a 3 bedroom, 2 bathroom, 1,080 sqft single-family home built in 1960. 5123 Morris Way is located in Centerville, Fremont. 5123 Morris Way was listed for rent for $3,300/month on Feb 29, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$118,800 ",https://www.trulia.com/p/ca/fremont/5123-morris-way-fremont-ca-94536--1058502170
655,"Ardenwood, Fremont, CA",4839 Mendocino Ter,"$3,300/mo",3bd,2.5ba,"1,050 sqft","4839 Mendocino Ter, Fremont, CA is a 3 bedroom, 2.5 bathroom, 1,498 sqft single-family home built in 1987. 4839 Mendocino Ter is located in Ardenwood, Fremont. 4839 Mendocino Ter was listed for rent for $3,300/month on Feb 17, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$118,800 ",https://www.trulia.com/p/ca/fremont/4839-mendocino-ter-fremont-ca-94555--1058369145
656,"Kimber-Gomes, Fremont, CA",251 Helado Rd,"$3,600/mo",3bd,2ba,"1,372 sqft","251 Helado Rd, Fremont, CA is a 3 bedroom, 2 bathroom, 1,869 sqft single-family home built in 1975. 251 Helado Rd is located in Kimber-Gomes, Fremont. 251 Helado Rd was listed for rent for $3,600/month on Mar 2, 2020. This property is pet friendly.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$129,600 ",https://www.trulia.com/p/ca/fremont/251-helado-rd-fremont-ca-94539--2083408481
657,"Lakes and Birds, Fremont, CA",33138 Lake Superior Pl,"$3,300/mo",3bd,2ba,"2,201 sqft","33138 Lake Superior Pl, Fremont, CA is a 3 bedroom, 2 bathroom, 1,060 sqft single-family home built in 1969. 33138 Lake Superior Pl is located in Lakes and Birds, Fremont. 33138 Lake Superior Pl was listed for rent for $3,300/month on Feb 21, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$118,800 ",https://www.trulia.com/p/ca/fremont/33138-lake-superior-pl-fremont-ca-94555--1057440582
658,"Mission San Jose, Fremont, CA",43316 Bryant St,"$2,595/mo",2bd,1ba,"2,420 sqft","43316 Bryant St, Fremont, CA is a 2 bedroom, 1 bathroom, 1,000 sqft single-family home built in 1952. 43316 Bryant St is located in Mission San Jose, Fremont. 43316 Bryant St was listed for rent for $2,595/month on Feb 5, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$93,420 ",https://www.trulia.com/p/ca/fremont/43316-bryant-st-fremont-ca-94539--1058115832
659,"Mission Valley, Fremont, CA",41961 Via San Gabriel,"$3,680/mo",3bd,2ba,"2,493 sqft","41961 Via San Gabriel, Fremont, CA is a 3 bedroom, 2 bathroom, 1,582 sqft single-family home built in 1963. 41961 Via San Gabriel is located in Mission Valley, Fremont. 41961 Via San Gabriel was listed for rent for $3,680/month on Jan 12, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$132,480 ",https://www.trulia.com/p/ca/fremont/41961-via-san-gabriel-fremont-ca-94539--2083412155
660,"Ardenwood, Fremont, CA",34141 Finnigan Ter,"$4,450/mo",4bd,2.5ba,"1,420 sqft","34141 Finnigan Ter, Fremont, CA is a 4 bedroom, 2.5 bathroom, 1,857 sqft single-family home built in 1990. 34141 Finnigan Ter is located in Ardenwood, Fremont. 34141 Finnigan Ter was listed for rent for $4,450/month on Feb 27, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$160,200 ",https://www.trulia.com/p/ca/fremont/34141-finnigan-ter-fremont-ca-94555--2083540189
661,"Cabrillo, Fremont, CA",36180 Corsica Pl,"$3,400/mo",3bd,2ba,"2,131 sqft","36180 Corsica Pl, Fremont, CA is a 3 bedroom, 2 bathroom, 1,811 sqft single-family home built in 1965. 36180 Corsica Pl is located in Cabrillo, Fremont. 36180 Corsica Pl was listed for rent for $3,400/month on Feb 20, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$122,400 ",https://www.trulia.com/p/ca/fremont/36180-corsica-pl-fremont-ca-94536--2083378152
662,"Ardenwood, Fremont, CA",5081 Ridgewood Dr,"$4,000/mo",4bd,2.5ba,"1,225 sqft","5081 Ridgewood Dr, Fremont, CA is a 4 bedroom, 2.5 bathroom, 1,750 sqft single-family home. 5081 Ridgewood Dr is located in Ardenwood, Fremont. 5081 Ridgewood Dr was listed for rent for $4,000/month on Jan 29, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$144,000 ",https://www.trulia.com/p/ca/fremont/5081-ridgewood-dr-fremont-ca-94555--1019211856
663,"Mission Valley, Fremont, CA",41269 Apricot Ln,"$3,600/mo",3bd,2ba,"1,436 sqft","41269 Apricot Ln, Fremont, CA is a 3 bedroom, 2 bathroom, 1,434 sqft single-family home built in 1960. 41269 Apricot Ln is located in Mission Valley, Fremont. 41269 Apricot Ln was listed for rent for $3,600/month on Feb 15, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$129,600 ",https://www.trulia.com/p/ca/fremont/41269-apricot-ln-fremont-ca-94539--2083411447
664,"Cabrillo, Fremont, CA",36012 Magellan Dr,"$3,300/mo",3bd,2ba,"1,650 sqft","36012 Magellan Dr, Fremont, CA is a 3 bedroom, 2 bathroom, 1,200 sqft single-family home built in 1956. 36012 Magellan Dr is located in Cabrillo, Fremont. 36012 Magellan Dr was listed for rent for $3,300/month on Feb 21, 2020. This property is pet friendly.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$118,800 ",https://www.trulia.com/p/ca/fremont/36012-magellan-dr-fremont-ca-94536--2083377769
665,"Brookvale, Fremont, CA",35237 Faraday Ct,"$3,650/mo",3bd,2ba,"2,630 sqft","35237 Faraday Ct, Fremont, CA is a 3 bedroom, 2 bathroom, 1,579 sqft single-family home built in 1972. 35237 Faraday Ct is located in Brookvale, Fremont. 35237 Faraday Ct was listed for rent for $3,650/month on Feb 14, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$131,400 ",https://www.trulia.com/p/ca/fremont/35237-faraday-ct-fremont-ca-94536--2083375978
666,"Ardenwood, Fremont, CA",Address Not Disclosed,"$4,100/mo",4bd,2.5ba,"1,000 sqft","This home in Fremont, CA is a 4 bedroom, 2.5 bathroom, 1,763 sqft single-family home built in 1989. This home is located in Ardenwood, Fremont. This property was listed for rent for $4,100/month on Mar 1, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$147,600 ",https://www.trulia.com/p/ca/fremont/address-not-disclosed-fremont-ca-94555--2083546830
667,"Niles, Fremont, CA",35291 Crown Ct,"$3,800/mo",4bd,2.5ba,"2,630 sqft","35291 Crown Ct, Fremont, CA is a 4 bedroom, 2.5 bathroom, 1,926 sqft single-family home built in 1999. 35291 Crown Ct is located in Niles, Fremont. 35291 Crown Ct was listed for rent for $3,800/month on Feb 14, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$136,800 ",https://www.trulia.com/p/ca/fremont/35291-crown-ct-fremont-ca-94536--2083376069
668,"Cameron Hills, Fremont, CA",43675 Skye Rd,"$4,500/mo",4bd,2.5ba,"1,984 sqft","43675 Skye Rd, Fremont, CA is a 4 bedroom, 2.5 bathroom, 2,280 sqft single-family home built in 1988. 43675 Skye Rd is located in Cameron Hills, Fremont. 43675 Skye Rd was listed for rent for $4,500/month on Jan 16, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$162,000 ",https://www.trulia.com/p/ca/fremont/43675-skye-rd-fremont-ca-94539--2083413700
669,"East Industrial, Fremont, CA",Address Not Disclosed,"$4,500/mo",3bd,2.5ba,"3,168 sqft","This home in Fremont, CA is a 3 bedroom, 2.5 bathroom, 2,006 sqft single-family home built in 2009. This home is located in East Industrial, Fremont. This property was listed for rent for $4,500/month on Feb 21, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$162,000 ",https://www.trulia.com/p/ca/fremont/address-not-disclosed-fremont-ca-94539--2083418056
670,"Glenmoor, Fremont, CA",5271 Selma Ave,"$3,500/mo",3bd,2ba,"2,851 sqft","5271 Selma Ave, Fremont, CA is a 3 bedroom, 2 bathroom, 1,356 sqft single-family home built in 1964. 5271 Selma Ave is located in Glenmoor, Fremont. 5271 Selma Ave was listed for rent for $3,500/month on Jan 13, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$126,000 ",https://www.trulia.com/p/ca/fremont/5271-selma-ave-fremont-ca-94536--1008678183
671,"Kimber-Gomes, Fremont, CA",39623 Canyon Heights Dr,"$3,890/mo",3bd,2ba,"3,200 sqft","39623 Canyon Heights Dr, Fremont, CA is a 3 bedroom, 2 bathroom, 1,881 sqft single-family home built in 1974. 39623 Canyon Heights Dr is located in Kimber-Gomes, Fremont. 39623 Canyon Heights Dr was listed for rent for $3,890/month on Dec 19, 2019.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$140,040 ",https://www.trulia.com/p/ca/fremont/39623-canyon-heights-dr-fremont-ca-94539--2083410145
672,"Northgate, Fremont, CA",4445 Calypso Ter,"$3,300/mo",3bd,2.5ba,"2,541 sqft","4445 Calypso Ter, Fremont, CA is a 3 bedroom, 2.5 bathroom, 1,811 sqft single-family home built in 1994. 4445 Calypso Ter is located in Northgate, Fremont. 4445 Calypso Ter was listed for rent for $3,300/month on Feb 3, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$118,800 ",https://www.trulia.com/p/ca/fremont/4445-calypso-ter-fremont-ca-94555--2083545052
673,"Kimber-Gomes, Fremont, CA",40732 Laguna Pl,"$4,800/mo",4bd,2ba,"1,740 sqft","40732 Laguna Pl, Fremont, CA is a 4 bedroom, 2 bathroom, 1,514 sqft single-family home built in 1964. 40732 Laguna Pl is located in Kimber-Gomes, Fremont. 40732 Laguna Pl was listed for rent for $4,800/month on Feb 23, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$172,800 ",https://www.trulia.com/p/ca/fremont/40732-laguna-pl-fremont-ca-94539--1011537048
674,"Ardenwood, Fremont, CA",33925 Tybalt Ct,"$3,650/mo",3bd,2.5ba,"1,630 sqft","33925 Tybalt Ct, Fremont, CA is a 3 bedroom, 2.5 bathroom, 1,717 sqft single-family home built in 1986. 33925 Tybalt Ct is located in Ardenwood, Fremont. 33925 Tybalt Ct was listed for rent for $3,650/month on Jan 7, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$131,400 ",https://www.trulia.com/p/ca/fremont/33925-tybalt-ct-fremont-ca-94555--1013157448
675,"Warm Springs, Fremont, CA",Address Not Disclosed,"$6,600/mo",4bd,2ba,"1,854 sqft","This home in Fremont, CA is a 4 bedroom, 2 bathroom, 2,000 sqft single-family home built in 1978. This home is located in Warm Springs, Fremont. This property was listed for rent for $6,600/month on Apr 22, 2019.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$237,600 ",https://www.trulia.com/p/ca/fremont/address-not-disclosed-fremont-ca-94539--2083406067
676,"Niles, Fremont, CA",35389 Terra Cotta Cir,"$4,200/mo",4bd,3ba,"2,003 sqft","35389 Terra Cotta Cir, Fremont, CA is a 4 bedroom, 3 bathroom, 2,459 sqft single-family home built in 1999. 35389 Terra Cotta Cir is located in Niles, Fremont. 35389 Terra Cotta Cir was listed for rent for $4,200/month on Feb 11, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$151,200 ",https://www.trulia.com/p/ca/fremont/35389-terra-cotta-cir-fremont-ca-94536--1045902677
677,"Lakes and Birds, Fremont, CA",4216 Warbler Loop,"$4,200/mo",4bd,2.5ba,"1,565 sqft","4216 Warbler Loop, Fremont, CA is a 4 bedroom, 2.5 bathroom, 2,405 sqft single-family home built in 1979. 4216 Warbler Loop is located in Lakes and Birds, Fremont. 4216 Warbler Loop was listed for rent for $4,200/month on Feb 25, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$151,200 ",https://www.trulia.com/p/ca/fremont/4216-warbler-loop-fremont-ca-94555--1003055005
678,"Ardenwood, Fremont, CA",4673 Mallard Cmn,"$3,300/mo",3bd,3ba,"3,100 sqft","4673 Mallard Cmn, Fremont, CA is a 3 bedroom, 3 bathroom, 1,477 sqft single-family home. 4673 Mallard Cmn is located in Ardenwood, Fremont. 4673 Mallard Cmn was listed for rent for $3,300/month on Jan 3, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$118,800 ",https://www.trulia.com/p/ca/fremont/4673-mallard-cmn-fremont-ca-94555--2083545440
679,"Centerville, Fremont, CA",37096 Shasta St,"$3,800/mo",4bd,2ba,"1,241 sqft","37096 Shasta St, Fremont, CA is a 4 bedroom, 2 bathroom, 1,962 sqft single-family home built in 1962. 37096 Shasta St is located in Centerville, Fremont. 37096 Shasta St was listed for rent for $3,800/month on Feb 24, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$136,800 ",https://www.trulia.com/p/ca/fremont/37096-shasta-st-fremont-ca-94536--1005377846
680,"Canyon Heights, Fremont, CA",182 Ferino Way,"$3,995/mo",5bd,3ba,"1,634 sqft","182 Ferino Way, Fremont, CA is a 5 bedroom, 3 bathroom, 2,408 sqft single-family home built in 1974. 182 Ferino Way is located in Canyon Heights, Fremont. 182 Ferino Way was listed for rent for $3,995/month on Jan 23, 2020.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$143,820 ",https://www.trulia.com/p/ca/fremont/182-ferino-way-fremont-ca-94536--2083373424
681,"Mission San Jose, Fremont, CA",505 Durham Rd,"$5,995/mo",4bd,3ba,"2,140 sqft","505 Durham Rd, Fremont, CA is a 4 bedroom, 3 bathroom, 3,500 sqft single-family home built in 1980. 505 Durham Rd is located in Mission San Jose, Fremont. 505 Durham Rd was listed for rent for $5,995/month on Mar 1, 2020. This property is pet friendly.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$215,820 ",https://www.trulia.com/p/ca/fremont/505-durham-rd-fremont-ca-94539--2083418227
682,"Northgate, Fremont, CA",3643 Darwin Dr,"$3,900/mo",5bd,4ba,"2,457 sqft","3643 Darwin Dr, Fremont, CA is a 5 bedroom, 4 bathroom, 1,815 sqft single-family home built in 1971. 3643 Darwin Dr is located in Northgate, Fremont. 3643 Darwin Dr was listed for rent for $3,900/month on Feb 21, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$140,400 ",https://www.trulia.com/p/ca/fremont/3643-darwin-dr-fremont-ca-94555--1020861328
683,"Ardenwood, Fremont, CA",5340 Shamrock Cmn,"$3,500/mo",3bd,3ba,"1,500 sqft","5340 Shamrock Cmn, Fremont, CA is a 3 bedroom, 3 bathroom, 2,102 sqft single-family home built in 1990. 5340 Shamrock Cmn is located in Ardenwood, Fremont. 5340 Shamrock Cmn was listed for rent for $3,500/month on Feb 22, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$126,000 ",https://www.trulia.com/p/ca/fremont/5340-shamrock-cmn-fremont-ca-94555--2083546808
684,"Mission Valley, Fremont, CA",974 Bedford St,"$5,495/mo",5bd,4ba,"1,118 sqft","974 Bedford St, Fremont, CA is a 5 bedroom, 4 bathroom, 3,374 sqft single-family home built in 1974. 974 Bedford St is located in Mission Valley, Fremont. 974 Bedford St was listed for rent for $5,495/month on Feb 21, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$197,820 ",https://www.trulia.com/p/ca/fremont/974-bedford-st-fremont-ca-94539--2083420308
685,"Warm Springs, Fremont, CA",615 Lonsdale Ave,"$5,350/mo",5bd,4ba,"2,662 sqft","615 Lonsdale Ave, Fremont, CA is a 5 bedroom, 4 bathroom, 3,100 sqft single-family home built in 1962. 615 Lonsdale Ave is located in Warm Springs, Fremont. 615 Lonsdale Ave was listed for rent for $5,350/month on Feb 19, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$192,600 ",https://www.trulia.com/p/ca/fremont/615-lonsdale-ave-fremont-ca-94539--2083418691
